date,time_idx,group_id,city_id,hospital_id_enc,hospital_beds,staff_count,population_density,admissions,lag_1_admissions,lag_7_admissions,rolling_14_admissions,aqi,temp,humidity,rainfall,wind_speed,mobility_index,outbreak_index,festival_flag,holiday_flag,weekday,is_weekend,aqi_forecast_1,temp_forecast_1,rainfall_forecast_1,aqi_forecast_2,temp_forecast_2,rainfall_forecast_2,aqi_forecast_3,temp_forecast_3,rainfall_forecast_3,aqi_forecast_4,temp_forecast_4,rainfall_forecast_4,aqi_forecast_5,temp_forecast_5,rainfall_forecast_5,aqi_forecast_6,temp_forecast_6,rainfall_forecast_6,aqi_forecast_7,temp_forecast_7,rainfall_forecast_7
2025-09-15,109,NOIH1,4,0,68,24,9000,132,109,129,120.21,172,27.36,47.38,10,1.55,91,0.0,0,0,0,0,172,27.47,10,172,27.58,10,172,27.68,10,172,27.77,10,157,27.86,10,157,27.93,10,172,28.0,10
2025-09-16,110,NOIH1,4,0,68,24,9000,132,132,133,120.36,172,27.47,47.24,10,1.55,91,0.0,0,0,1,0,172,27.58,10,172,27.68,10,172,27.77,10,157,27.86,10,157,27.93,10,172,28.0,10,173,28.05,10
2025-09-17,111,NOIH1,4,0,68,24,9000,127,132,117,120.36,172,27.58,47.11,10,1.54,91,0.0,0,0,2,0,172,27.68,10,172,27.77,10,157,27.86,10,157,27.93,10,172,28.0,10,173,28.05,10,173,28.09,10
2025-09-18,112,NOIH1,4,0,68,24,9000,123,127,124,120.29,172,27.68,46.98,10,1.54,91,0.0,0,0,3,0,172,27.77,10,157,27.86,10,157,27.93,10,172,28.0,10,173,28.05,10,173,28.09,10,173,28.12,10
2025-09-19,113,NOIH1,4,0,68,24,9000,119,123,133,120.14,172,27.77,46.85,10,1.53,91,0.0,0,0,4,0,157,27.86,10,157,27.93,10,172,28.0,10,173,28.05,10,173,28.09,10,173,28.12,10,173,28.13,10
2025-09-20,114,NOIH1,4,0,68,24,9000,101,119,102,120.21,157,27.86,46.73,10,1.53,81,0.0,0,0,5,1,157,27.93,10,172,28.0,10,173,28.05,10,173,28.09,10,173,28.12,10,173,28.13,10,158,28.13,10
2025-09-21,115,NOIH1,4,0,68,24,9000,102,101,109,120.21,157,27.93,46.61,10,1.52,81,0.0,0,0,6,1,172,28.0,10,173,28.05,10,173,28.09,10,173,28.12,10,173,28.13,10,158,28.13,10,158,28.13,10
2025-09-22,116,NOIH1,4,0,68,24,9000,136,102,132,120.71,172,28.0,46.5,10,1.52,91,0.0,0,0,0,0,173,28.05,10,173,28.09,10,173,28.12,10,173,28.13,10,158,28.13,10,158,28.13,10,172,28.11,10
2025-09-23,117,NOIH1,4,0,68,24,9000,131,136,132,120.57,173,28.05,46.39,10,1.51,91,0.0,0,0,1,0,173,28.09,10,173,28.12,10,173,28.13,10,158,28.13,10,158,28.13,10,172,28.11,10,172,28.08,10
2025-09-24,118,NOIH1,4,0,68,24,9000,126,131,127,121.21,173,28.09,46.28,10,1.51,91,0.0,0,0,2,0,173,28.12,10,173,28.13,10,158,28.13,10,158,28.13,10,172,28.11,10,172,28.08,10,172,28.04,5
2025-09-25,119,NOIH1,4,0,68,24,9000,194,126,123,126.21,173,28.12,46.18,10,1.51,91,0.4,0,0,3,0,173,28.13,10,158,28.13,10,158,28.13,10,172,28.11,10,172,28.08,10,172,28.04,5,172,27.99,5
2025-09-26,120,NOIH1,4,0,68,24,9000,121,194,119,125.36,173,28.13,46.08,10,1.51,91,0.0,0,0,4,0,158,28.13,10,158,28.13,10,172,28.11,10,172,28.08,10,172,28.04,5,172,27.99,5,172,27.94,5
2025-09-27,121,NOIH1,4,0,68,24,9000,107,121,101,125.71,158,28.13,45.99,10,1.5,81,0.0,0,0,5,1,158,28.13,10,172,28.11,10,172,28.08,10,172,28.04,5,172,27.99,5,172,27.94,5,157,27.88,5
2025-09-28,122,NOIH1,4,0,68,24,9000,103,107,102,125.29,158,28.13,45.9,10,1.5,81,0.0,0,0,6,1,172,28.11,10,172,28.08,10,172,28.04,5,172,27.99,5,172,27.94,5,157,27.88,5,156,27.81,5
2025-09-29,123,NOIH1,4,0,68,24,9000,141,103,136,125.93,172,28.11,45.81,10,1.5,91,0.0,0,0,0,0,172,28.08,10,172,28.04,5,172,27.99,5,172,27.94,5,157,27.88,5,156,27.81,5,171,27.75,5
2025-09-30,124,NOIH1,4,0,68,24,9000,133,141,131,126.0,172,28.08,45.73,10,1.5,91,0.0,0,0,1,0,172,28.04,5,172,27.99,5,172,27.94,5,157,27.88,5,156,27.81,5,171,27.75,5,171,27.68,5
2025-10-01,125,NOIH1,4,0,68,24,9000,120,133,126,125.5,172,28.04,45.65,5,1.5,91,0.0,0,0,2,0,172,27.99,5,172,27.94,5,157,27.88,5,156,27.81,5,171,27.75,5,171,27.68,5,171,27.62,5
2025-10-02,126,NOIH1,4,0,68,24,9000,127,120,194,125.79,172,27.99,45.58,5,1.5,91,0.0,0,0,3,0,172,27.94,5,157,27.88,5,156,27.81,5,171,27.75,5,171,27.68,5,171,27.62,5,170,27.56,5
2025-10-03,127,NOIH1,4,0,68,24,9000,125,127,121,126.21,172,27.94,45.51,5,1.5,91,0.0,0,0,4,0,157,27.88,5,156,27.81,5,171,27.75,5,171,27.68,5,171,27.62,5,170,27.56,5,170,27.5,5
2025-10-04,128,NOIH1,4,0,68,24,9000,110,125,107,126.86,157,27.88,45.44,5,1.5,81,0.0,0,0,5,1,156,27.81,5,171,27.75,5,171,27.68,5,171,27.62,5,170,27.56,5,170,27.5,5,155,27.46,5
2025-10-05,129,NOIH1,4,0,68,24,9000,111,110,103,127.5,156,27.81,45.38,5,1.5,81,0.0,0,0,6,1,171,27.75,5,171,27.68,5,171,27.62,5,170,27.56,5,170,27.5,5,155,27.46,5,155,27.42,5
2025-10-06,130,NOIH1,4,0,68,24,9000,128,111,141,126.93,171,27.75,45.33,5,1.51,91,0.0,0,0,0,0,171,27.68,5,171,27.62,5,170,27.56,5,170,27.5,5,155,27.46,5,155,27.42,5,170,27.38,5
2025-10-07,131,NOIH1,4,0,68,24,9000,134,128,133,127.14,171,27.68,45.28,5,1.51,91,0.0,0,0,1,0,171,27.62,5,170,27.56,5,170,27.5,5,155,27.46,5,155,27.42,5,170,27.38,5,169,27.36,5
2025-10-08,132,NOIH1,4,0,68,24,9000,124,134,120,127.0,171,27.62,45.23,5,1.51,91,0.0,0,0,2,0,170,27.56,5,170,27.5,5,155,27.46,5,155,27.42,5,170,27.38,5,169,27.36,5,169,27.35,5
2025-10-09,133,NOIH1,4,0,68,24,9000,124,124,127,122.0,170,27.56,45.19,5,1.52,91,0.0,0,0,3,0,170,27.5,5,155,27.46,5,155,27.42,5,170,27.38,5,169,27.36,5,169,27.35,5,169,27.36,5
2025-10-10,134,NOIH1,4,0,68,24,9000,125,124,125,122.29,170,27.5,45.15,5,1.52,91,0.0,0,0,4,0,155,27.46,5,155,27.42,5,170,27.38,5,169,27.36,5,169,27.35,5,169,27.36,5,169,27.38,5
2025-10-11,135,NOIH1,4,0,68,24,9000,105,125,110,122.14,155,27.46,45.11,5,1.52,81,0.0,0,0,5,1,155,27.42,5,170,27.38,5,169,27.36,5,169,27.35,5,169,27.36,5,169,27.38,5,154,27.41,5
2025-10-12,136,NOIH1,4,0,68,24,9000,102,105,111,122.07,155,27.42,45.08,5,1.53,81,0.0,0,0,6,1,170,27.38,5,169,27.36,5,169,27.35,5,169,27.36,5,169,27.38,5,154,27.41,5,155,27.45,5
2025-10-13,137,NOIH1,4,0,68,24,9000,134,102,128,121.57,170,27.38,45.06,5,1.53,91,0.0,0,0,0,0,169,27.36,5,169,27.35,5,169,27.36,5,169,27.38,5,154,27.41,5,155,27.45,5,170,27.51,5
2025-10-14,138,NOIH1,4,0,68,24,9000,126,134,134,121.07,169,27.36,45.04,5,1.54,91,0.0,0,0,1,0,169,27.35,5,169,27.36,5,169,27.38,5,154,27.41,5,155,27.45,5,170,27.51,5,170,27.59,5
2025-10-15,139,NOIH1,4,0,68,24,9000,123,126,124,121.29,169,27.35,45.02,5,1.54,91,0.0,0,0,2,0,169,27.36,5,169,27.38,5,154,27.41,5,155,27.45,5,170,27.51,5,170,27.59,5,170,27.68,5
2025-10-16,140,NOIH1,4,0,68,24,9000,120,123,124,120.79,169,27.36,45.01,5,1.55,91,0.0,0,0,3,0,169,27.38,5,154,27.41,5,155,27.45,5,170,27.51,5,170,27.59,5,170,27.68,5,171,27.78,5
2025-10-17,141,NOIH1,4,0,68,24,9000,122,120,125,120.57,169,27.38,45.0,5,1.56,91,0.0,0,0,4,0,154,27.41,5,155,27.45,5,170,27.51,5,170,27.59,5,170,27.68,5,171,27.78,5,171,27.89,5
2025-10-18,142,NOIH1,4,0,68,24,9000,106,122,105,120.29,154,27.41,45.0,5,1.57,81,0.0,0,0,5,1,155,27.45,5,170,27.51,5,170,27.59,5,170,27.68,5,171,27.78,5,171,27.89,5,157,28.02,5
2025-10-19,143,NOIH1,4,0,68,24,9000,107,106,102,120.0,155,27.45,45.0,5,1.57,81,0.0,0,0,6,1,170,27.51,5,170,27.59,5,170,27.68,5,171,27.78,5,171,27.89,5,157,28.02,5,158,28.15,5
2025-10-20,144,NOIH1,4,0,68,24,9000,130,107,134,120.14,170,27.51,45.01,5,1.58,91,0.0,0,0,0,0,170,27.59,5,170,27.68,5,171,27.78,5,171,27.89,5,157,28.02,5,158,28.15,5,173,28.29,5
2025-10-21,145,NOIH1,4,0,68,24,9000,133,130,126,120.07,170,27.59,45.02,5,1.59,91,0.0,0,0,1,0,170,27.68,5,171,27.78,5,171,27.89,5,157,28.02,5,158,28.15,5,173,28.29,5,174,28.45,5
2025-10-22,146,NOIH1,4,0,68,24,9000,127,133,123,120.29,170,27.68,45.03,5,1.6,91,0.0,0,0,2,0,171,27.78,5,171,27.89,5,157,28.02,5,158,28.15,5,173,28.29,5,174,28.45,5,175,28.6,5
2025-10-23,147,NOIH1,4,0,68,24,9000,119,127,120,119.93,171,27.78,45.05,5,1.61,91,0.0,0,0,3,0,171,27.89,5,157,28.02,5,158,28.15,5,173,28.29,5,174,28.45,5,175,28.6,5,176,28.76,5
2025-10-24,148,NOIH1,4,0,68,24,9000,128,119,122,120.14,171,27.89,45.08,5,1.62,91,0.0,0,0,4,0,157,28.02,5,158,28.15,5,173,28.29,5,174,28.45,5,175,28.6,5,176,28.76,5,176,28.92,5
2025-10-25,149,NOIH1,4,0,68,24,9000,109,128,106,120.43,157,28.02,45.1,5,1.63,81,0.0,0,0,5,1,158,28.15,5,173,28.29,5,174,28.45,5,175,28.6,5,176,28.76,5,176,28.92,5,162,29.09,5
2025-10-26,150,NOIH1,4,0,68,24,9000,104,109,107,120.57,158,28.15,45.14,5,1.64,81,0.0,0,0,6,1,173,28.29,5,174,28.45,5,175,28.6,5,176,28.76,5,176,28.92,5,162,29.09,5,163,29.25,5
2025-10-27,151,NOIH1,4,0,68,24,9000,130,104,130,120.29,173,28.29,45.17,5,1.65,91,0.0,0,0,0,0,174,28.45,5,175,28.6,5,176,28.76,5,176,28.92,5,162,29.09,5,163,29.25,5,179,29.41,5
2025-10-28,152,NOIH1,4,0,68,24,9000,143,130,133,121.5,174,28.45,45.21,5,1.66,91,0.0,0,0,1,0,175,28.6,5,176,28.76,5,176,28.92,5,162,29.09,5,163,29.25,5,179,29.41,5,180,29.56,5
2025-10-29,153,NOIH1,4,0,68,24,9000,131,143,127,122.07,175,28.6,45.26,5,1.67,91,0.0,0,0,2,0,176,28.76,5,176,28.92,5,162,29.09,5,163,29.25,5,179,29.41,5,180,29.56,5,181,29.71,5
2025-10-30,154,NOIH1,4,0,68,24,9000,129,131,119,122.71,176,28.76,45.31,5,1.69,91,0.0,0,0,3,0,176,28.92,5,162,29.09,5,163,29.25,5,179,29.41,5,180,29.56,5,181,29.71,5,182,29.84,5
2025-10-31,155,NOIH1,4,0,68,24,9000,127,129,128,123.07,176,28.92,45.36,5,1.7,91,0.0,0,0,4,0,162,29.09,5,163,29.25,5,179,29.41,5,180,29.56,5,181,29.71,5,182,29.84,5,183,29.97,5
2025-11-01,156,NOIH1,4,0,68,24,9000,168,127,109,127.5,162,29.09,45.42,5,1.71,81,0.4,0,0,5,1,163,29.25,5,179,29.41,5,180,29.56,5,181,29.71,5,182,29.84,5,183,29.97,5,169,30.09,4
2025-11-02,157,NOIH1,4,0,68,24,9000,110,168,104,127.71,163,29.25,45.49,5,1.73,81,0.0,0,0,6,1,179,29.41,5,180,29.56,5,181,29.71,5,182,29.84,5,183,29.97,5,169,30.09,4,170,30.2,4
2025-11-03,158,NOIH1,4,0,68,24,9000,141,110,130,128.5,179,29.41,45.55,5,1.74,91,0.0,0,0,0,0,180,29.56,5,181,29.71,5,182,29.84,5,183,29.97,5,169,30.09,4,170,30.2,4,186,30.3,4
2025-11-04,159,NOIH1,4,0,68,24,9000,139,141,143,128.93,180,29.56,45.62,5,1.75,91,0.0,0,0,1,0,181,29.71,5,182,29.84,5,183,29.97,5,169,30.09,4,170,30.2,4,186,30.3,4,187,30.38,4
2025-11-05,160,NOIH1,4,0,68,24,9000,131,139,131,129.21,181,29.71,45.7,5,1.77,91,0.0,0,0,2,0,182,29.84,5,183,29.97,5,169,30.09,4,170,30.2,4,186,30.3,4,187,30.38,4,187,30.45,4
2025-11-06,161,NOIH1,4,0,68,24,9000,134,131,129,130.29,182,29.84,45.78,5,1.78,91,0.0,0,0,3,0,183,29.97,5,169,30.09,4,170,30.2,4,186,30.3,4,187,30.38,4,187,30.45,4,188,30.51,4
2025-11-07,162,NOIH1,4,0,68,24,9000,129,134,127,130.36,183,29.97,45.86,5,1.8,91,0.0,0,0,4,0,169,30.09,4,170,30.2,4,186,30.3,4,187,30.38,4,187,30.45,4,188,30.51,4,189,30.55,4
2025-11-08,163,NOIH1,4,0,68,24,9000,109,129,168,130.36,169,30.09,45.95,4,1.81,81,0.0,0,0,5,1,170,30.2,4,186,30.3,4,187,30.38,4,187,30.45,4,188,30.51,4,189,30.55,4,175,30.59,4
2025-11-09,164,NOIH1,4,0,68,24,9000,109,109,110,130.71,170,30.2,46.05,4,1.83,81,0.0,0,0,6,1,186,30.3,4,187,30.38,4,187,30.45,4,188,30.51,4,189,30.55,4,175,30.59,4,175,30.61,4
2025-11-10,165,NOIH1,4,0,68,24,9000,136,109,141,131.14,186,30.3,46.14,4,1.85,91,0.0,0,0,0,0,187,30.38,4,187,30.45,4,188,30.51,4,189,30.55,4,175,30.59,4,175,30.61,4,191,30.61,4
2025-11-11,166,NOIH1,4,0,68,24,9000,144,136,139,131.21,187,30.38,46.24,4,1.86,91,0.0,0,0,1,0,187,30.45,4,188,30.51,4,189,30.55,4,175,30.59,4,175,30.61,4,191,30.61,4,192,30.61,4
2025-11-12,167,NOIH1,4,0,68,24,9000,138,144,131,131.71,187,30.45,46.35,4,1.88,91,0.0,0,0,2,0,188,30.51,4,189,30.55,4,175,30.59,4,175,30.61,4,191,30.61,4,192,30.61,4,192,30.6,4
2025-11-13,168,NOIH1,4,0,68,24,9000,135,138,134,132.14,188,30.51,46.46,4,1.9,91,0.0,0,0,3,0,189,30.55,4,175,30.59,4,175,30.61,4,191,30.61,4,192,30.61,4,192,30.6,4,193,30.58,4
2025-11-14,169,NOIH1,4,0,68,24,9000,128,135,129,132.21,189,30.55,46.57,4,1.91,91,0.0,0,0,4,0,175,30.59,4,175,30.61,4,191,30.61,4,192,30.61,4,192,30.6,4,193,30.58,4,193,30.56,4
2025-11-15,170,NOIH1,4,0,68,24,9000,119,128,109,128.71,175,30.59,46.69,4,1.93,81,0.0,0,0,5,1,175,30.61,4,191,30.61,4,192,30.61,4,192,30.6,4,193,30.58,4,193,30.56,4,179,30.53,4
2025-11-16,171,NOIH1,4,0,68,24,9000,119,119,109,129.36,175,30.61,46.81,4,1.95,81,0.0,0,0,6,1,191,30.61,4,192,30.61,4,192,30.6,4,193,30.58,4,193,30.56,4,179,30.53,4,179,30.49,4
2025-11-17,172,NOIH1,4,0,68,24,9000,141,119,136,129.36,191,30.61,46.93,4,1.97,91,0.0,0,0,0,0,192,30.61,4,192,30.6,4,193,30.58,4,193,30.56,4,179,30.53,4,179,30.49,4,195,30.46,3
2025-11-18,173,NOIH1,4,0,68,24,9000,150,141,144,130.14,192,30.61,47.06,4,1.99,91,0.0,0,0,1,0,192,30.6,4,193,30.58,4,193,30.56,4,179,30.53,4,179,30.49,4,195,30.46,3,195,30.42,3
2025-11-19,174,NOIH1,4,0,68,24,9000,132,150,138,130.21,192,30.6,47.19,4,2.01,91,0.0,0,0,2,0,193,30.58,4,193,30.56,4,179,30.53,4,179,30.49,4,195,30.46,3,195,30.42,3,196,30.39,3
2025-11-20,175,NOIH1,4,0,68,24,9000,136,132,135,130.36,193,30.58,47.33,4,2.03,91,0.0,0,0,3,0,193,30.56,4,179,30.53,4,179,30.49,4,195,30.46,3,195,30.42,3,196,30.39,3,196,30.36,3
2025-11-21,176,NOIH1,4,0,68,24,9000,144,136,128,131.43,193,30.56,47.47,4,2.05,91,0.0,0,0,4,0,179,30.53,4,179,30.49,4,195,30.46,3,195,30.42,3,196,30.39,3,196,30.36,3,197,30.33,3
2025-11-22,177,NOIH1,4,0,68,24,9000,116,144,119,131.93,179,30.53,47.62,4,2.07,81,0.0,0,0,5,1,179,30.49,4,195,30.46,3,195,30.42,3,196,30.39,3,196,30.36,3,197,30.33,3,182,30.31,3
2025-11-23,178,NOIH1,4,0,68,24,9000,115,116,119,132.36,179,30.49,47.76,4,2.09,81,0.0,0,0,6,1,195,30.46,3,195,30.42,3,196,30.39,3,196,30.36,3,197,30.33,3,182,30.31,3,183,30.3,3
2025-11-24,179,NOIH1,4,0,68,24,9000,153,115,141,133.57,195,30.46,47.91,3,2.11,91,0.0,0,0,0,0,195,30.42,3,196,30.39,3,196,30.36,3,197,30.33,3,182,30.31,3,183,30.3,3,198,30.3,3
2025-11-25,180,NOIH1,4,0,68,24,9000,139,153,150,133.21,195,30.42,48.07,3,2.13,91,0.0,0,0,1,0,196,30.39,3,196,30.36,3,197,30.33,3,182,30.31,3,183,30.3,3,198,30.3,3,199,30.31,3
2025-11-26,181,NOIH1,4,0,68,24,9000,141,139,132,133.43,196,30.39,48.23,3,2.15,91,0.0,0,0,2,0,196,30.36,3,197,30.33,3,182,30.31,3,183,30.3,3,198,30.3,3,199,30.31,3,200,30.34,3
2025-11-27,182,NOIH1,4,0,68,24,9000,139,141,136,133.71,196,30.36,48.39,3,2.17,91,0.0,0,0,3,0,197,30.33,3,182,30.31,3,183,30.3,3,198,30.3,3,199,30.31,3,200,30.34,3,200,30.37,3
2025-05-29,0,NOIH2,4,1,88,34,9000,169,169,169,169.0,259,30.54,71.53,3,3.82,91,0.0,0,0,3,0,258,30.51,3,243,30.49,3,242,30.48,3,256,30.48,3,255,30.49,3,255,30.51,3,254,30.53,3
2025-05-30,1,NOIH2,4,1,88,34,9000,162,169,169,165.5,258,30.51,71.36,3,3.8,91,0.0,0,0,4,0,243,30.49,3,242,30.48,3,256,30.48,3,255,30.49,3,255,30.51,3,254,30.53,3,253,30.56,3
2025-05-31,2,NOIH2,4,1,88,34,9000,151,162,169,160.67,243,30.49,71.19,3,3.77,81,0.0,0,0,5,1,242,30.48,3,256,30.48,3,255,30.49,3,255,30.51,3,254,30.53,3,253,30.56,3,238,30.6,3
2025-06-01,3,NOIH2,4,1,88,34,9000,170,151,169,163.0,242,30.48,71.02,3,3.75,81,0.0,0,0,6,1,256,30.48,3,255,30.49,3,255,30.51,3,254,30.53,3,253,30.56,3,238,30.6,3,237,30.63,2
2025-06-02,4,NOIH2,4,1,88,34,9000,195,170,169,169.4,256,30.48,70.84,3,3.73,91,0.0,0,0,0,0,255,30.49,3,255,30.51,3,254,30.53,3,253,30.56,3,238,30.6,3,237,30.63,2,252,30.67,2
2025-06-03,5,NOIH2,4,1,88,34,9000,193,195,169,173.33,255,30.49,70.66,3,3.71,91,0.0,0,0,1,0,255,30.51,3,254,30.53,3,253,30.56,3,238,30.6,3,237,30.63,2,252,30.67,2,251,30.7,2
2025-06-04,6,NOIH2,4,1,88,34,9000,183,193,169,174.71,255,30.51,70.48,3,3.68,91,0.0,0,0,2,0,254,30.53,3,253,30.56,3,238,30.6,3,237,30.63,2,252,30.67,2,251,30.7,2,250,30.73,2
2025-06-05,7,NOIH2,4,1,88,34,9000,178,183,169,175.12,254,30.53,70.29,3,3.66,91,0.0,0,0,3,0,253,30.56,3,238,30.6,3,237,30.63,2,252,30.67,2,251,30.7,2,250,30.73,2,250,30.76,2
2025-06-06,8,NOIH2,4,1,88,34,9000,295,178,162,188.44,253,30.56,70.1,3,3.64,91,0.4,0,0,4,0,238,30.6,3,237,30.63,2,252,30.67,2,251,30.7,2,250,30.73,2,250,30.76,2,249,30.77,2
2025-06-07,9,NOIH2,4,1,88,34,9000,148,295,151,184.4,238,30.6,69.91,3,3.61,81,0.0,0,0,5,1,237,30.63,2,252,30.67,2,251,30.7,2,250,30.73,2,250,30.76,2,249,30.77,2,234,30.78,2
2025-06-08,10,NOIH2,4,1,88,34,9000,157,148,170,181.91,237,30.63,69.72,2,3.59,81,0.0,0,0,6,1,252,30.67,2,251,30.7,2,250,30.73,2,250,30.76,2,249,30.77,2,234,30.78,2,233,30.78,2
2025-06-09,11,NOIH2,4,1,88,34,9000,173,157,195,181.17,252,30.67,69.52,2,3.57,91,0.0,0,0,0,0,251,30.7,2,250,30.73,2,250,30.76,2,249,30.77,2,234,30.78,2,233,30.78,2,247,30.77,2
2025-06-10,12,NOIH2,4,1,88,34,9000,185,173,193,181.46,251,30.7,69.32,2,3.54,91,0.0,0,0,1,0,250,30.73,2,250,30.76,2,249,30.77,2,234,30.78,2,233,30.78,2,247,30.77,2,247,30.75,2
2025-06-11,13,NOIH2,4,1,88,34,9000,168,185,183,180.5,250,30.73,69.11,2,3.52,91,0.0,0,0,2,0,250,30.76,2,249,30.77,2,234,30.78,2,233,30.78,2,247,30.77,2,247,30.75,2,246,30.72,2
2025-06-12,14,NOIH2,4,1,88,34,9000,188,168,178,181.86,250,30.76,68.91,2,3.49,91,0.0,0,0,3,0,249,30.77,2,234,30.78,2,233,30.78,2,247,30.77,2,247,30.75,2,246,30.72,2,245,30.67,2
2025-06-13,15,NOIH2,4,1,88,34,9000,155,188,295,181.36,249,30.77,68.7,2,3.47,91,0.0,0,1,4,0,234,30.78,2,233,30.78,2,247,30.77,2,247,30.75,2,246,30.72,2,245,30.67,2,244,30.61,1
2025-06-14,16,NOIH2,4,1,88,34,9000,156,155,148,181.71,234,30.78,68.49,2,3.45,81,0.0,0,0,5,1,233,30.78,2,247,30.77,2,247,30.75,2,246,30.72,2,245,30.67,2,244,30.61,1,228,30.54,1
2025-06-15,17,NOIH2,4,1,88,34,9000,163,156,157,181.21,233,30.78,68.27,2,3.42,81,0.0,0,0,6,1,247,30.77,2,247,30.75,2,246,30.72,2,245,30.67,2,244,30.61,1,228,30.54,1,227,30.45,1
2025-06-16,18,NOIH2,4,1,88,34,9000,178,163,173,180.0,247,30.77,68.05,2,3.4,91,0.0,0,0,0,0,247,30.75,2,246,30.72,2,245,30.67,2,244,30.61,1,228,30.54,1,227,30.45,1,241,30.35,1
2025-06-17,19,NOIH2,4,1,88,34,9000,167,178,185,178.14,247,30.75,67.84,2,3.37,91,0.0,0,0,1,0,246,30.72,2,245,30.67,2,244,30.61,1,228,30.54,1,227,30.45,1,241,30.35,1,240,30.24,1
2025-06-18,20,NOIH2,4,1,88,34,9000,181,167,168,178.0,246,30.72,67.61,2,3.35,91,0.0,0,0,2,0,245,30.67,2,244,30.61,1,228,30.54,1,227,30.45,1,241,30.35,1,240,30.24,1,239,30.12,1
2025-06-19,21,NOIH2,4,1,88,34,9000,172,181,188,177.57,245,30.67,67.39,2,3.32,91,0.0,0,0,3,0,244,30.61,1,228,30.54,1,227,30.45,1,241,30.35,1,240,30.24,1,239,30.12,1,238,29.99,1
2025-06-20,22,NOIH2,4,1,88,34,9000,178,172,155,169.21,244,30.61,67.16,1,3.3,91,0.0,0,0,4,0,228,30.54,1,227,30.45,1,241,30.35,1,240,30.24,1,239,30.12,1,238,29.99,1,317,29.85,1
2025-06-21,23,NOIH2,4,1,88,34,9000,158,178,156,169.93,228,30.54,66.94,1,3.27,81,0.0,0,0,5,1,227,30.45,1,241,30.35,1,240,30.24,1,239,30.12,1,238,29.99,1,317,29.85,1,300,29.7,1
2025-06-22,24,NOIH2,4,1,88,34,9000,157,158,163,169.93,227,30.45,66.71,1,3.24,81,0.0,0,0,6,1,241,30.35,1,240,30.24,1,239,30.12,1,238,29.99,1,317,29.85,1,300,29.7,1,299,29.54,1
2025-06-23,25,NOIH2,4,1,88,34,9000,191,157,178,171.21,241,30.35,66.47,1,3.22,91,0.0,0,0,0,0,240,30.24,1,239,30.12,1,238,29.99,1,317,29.85,1,300,29.7,1,299,29.54,1,233,29.38,1
2025-06-24,26,NOIH2,4,1,88,34,9000,177,191,167,170.64,240,30.24,66.24,1,3.19,91,0.0,0,0,1,0,239,30.12,1,238,29.99,1,317,29.85,1,300,29.7,1,299,29.54,1,233,29.38,1,231,29.22,6
2025-06-25,27,NOIH2,4,1,88,34,9000,153,177,181,169.57,239,30.12,66.01,1,3.17,91,0.0,0,0,2,0,238,29.99,1,317,29.85,1,300,29.7,1,299,29.54,1,233,29.38,1,231,29.22,6,230,29.06,6
2025-06-26,28,NOIH2,4,1,88,34,9000,175,153,172,168.64,238,29.99,65.77,1,3.14,91,0.0,0,0,3,0,317,29.85,1,300,29.7,1,299,29.54,1,233,29.38,1,231,29.22,6,230,29.06,6,229,28.89,6
2025-06-27,29,NOIH2,4,1,88,34,9000,233,175,178,174.21,317,29.85,65.53,1,3.12,66,0.0,1,0,4,0,300,29.7,1,299,29.54,1,233,29.38,1,231,29.22,6,230,29.06,6,229,28.89,6,227,28.73,6
2025-06-28,30,NOIH2,4,1,88,34,9000,205,233,158,177.71,300,29.7,65.29,1,3.09,56,0.0,1,0,5,1,299,29.54,1,233,29.38,1,231,29.22,6,230,29.06,6,229,28.89,6,227,28.73,6,211,28.57,6
2025-06-29,31,NOIH2,4,1,88,34,9000,240,205,157,183.21,299,29.54,65.05,1,3.06,56,0.0,1,0,6,1,233,29.38,1,231,29.22,6,230,29.06,6,229,28.89,6,227,28.73,6,211,28.57,6,209,28.42,6
2025-06-30,32,NOIH2,4,1,88,34,9000,168,240,191,182.5,233,29.38,64.8,1,3.04,91,0.0,0,0,0,0,231,29.22,6,230,29.06,6,229,28.89,6,227,28.73,6,211,28.57,6,209,28.42,6,223,28.28,6
2025-07-01,33,NOIH2,4,1,88,34,9000,172,168,177,182.86,231,29.22,64.56,6,3.01,91,0.0,0,0,1,0,230,29.06,6,229,28.89,6,227,28.73,6,211,28.57,6,209,28.42,6,223,28.28,6,222,28.14,6
2025-07-02,34,NOIH2,4,1,88,34,9000,155,172,153,181.0,230,29.06,64.31,6,2.99,91,0.0,0,0,2,0,229,28.89,6,227,28.73,6,211,28.57,6,209,28.42,6,223,28.28,6,222,28.14,6,220,28.02,6
2025-07-03,35,NOIH2,4,1,88,34,9000,151,155,175,179.5,229,28.89,64.06,6,2.96,91,0.0,0,0,3,0,227,28.73,6,211,28.57,6,209,28.42,6,223,28.28,6,222,28.14,6,220,28.02,6,219,27.9,6
2025-07-04,36,NOIH2,4,1,88,34,9000,153,151,233,177.71,227,28.73,63.81,6,2.94,91,0.0,0,0,4,0,211,28.57,6,209,28.42,6,223,28.28,6,222,28.14,6,220,28.02,6,219,27.9,6,218,27.8,6
