date,day_of_week,month,week_of_year,is_weekend,season,temperature,aqi,outbreak_index,mobility_index,population,population_density,elderly_ratio,hospital_id,hospital_capacity,icu_capacity,admissions
2022-12-14,2,12,50,0,winter,20.43,108.46,9.55,77.81831482467975,400000,4600,0.1,HOSP_3,380,68,135
2022-12-15,3,12,50,0,winter,20.38,109.12,8.98,79.74927912181825,400000,4600,0.1,HOSP_3,380,68,135
2022-12-16,4,12,50,0,winter,20.33,109.79,8.43,79.74927912181852,400000,4600,0.1,HOSP_3,380,68,142
2022-12-17,5,12,50,1,winter,20.29,110.45,7.89,77.81831482468047,400000,4600,0.1,HOSP_3,380,68,125
2022-12-18,6,12,50,1,winter,20.25,111.12,7.37,74.338837391176,400000,4600,0.1,HOSP_3,380,68,119
2022-12-19,0,12,51,0,winter,20.21,111.8,6.86,70.00000000000064,400000,4600,0.1,HOSP_3,380,68,147
2022-12-20,1,12,51,0,winter,20.18,112.47,6.38,65.66116260882515,400000,4600,0.1,HOSP_3,380,68,142
2022-12-21,2,12,51,0,winter,20.15,113.15,5.9,62.181685175319615,400000,4600,0.1,HOSP_3,380,68,137
2022-12-22,3,12,51,0,winter,20.12,113.83,5.45,60.25072087818202,400000,4600,0.1,HOSP_3,380,68,137
2022-12-23,4,12,51,0,winter,20.09,114.51,5.01,60.25072087818172,400000,4600,0.1,HOSP_3,380,68,144
2022-12-24,5,12,51,1,winter,20.07,115.19,4.59,62.18168517532017,400000,4600,0.1,HOSP_3,380,68,126
2022-12-25,6,12,51,1,winter,20.05,115.88,4.19,65.6611626088239,400000,4600,0.1,HOSP_3,380,68,121
2022-12-26,0,12,52,0,winter,20.04,116.56,3.81,70.0000000000004,400000,4600,0.1,HOSP_3,380,68,149
2022-12-27,1,12,52,0,winter,20.02,117.25,3.44,74.33883739117475,400000,4600,0.1,HOSP_3,380,68,144
2022-12-28,2,12,52,0,winter,20.01,117.94,3.09,77.81831482468033,400000,4600,0.1,HOSP_3,380,68,139
2022-12-29,3,12,52,0,winter,20.01,118.62,2.76,79.7492791218182,400000,4600,0.1,HOSP_3,380,68,139
2022-12-30,4,12,52,0,winter,20.0,119.31,2.45,79.7492791218183,400000,4600,0.1,HOSP_3,380,68,146
2022-12-31,5,12,52,1,winter,20.0,120.0,2.15,77.81831482468061,400000,4600,0.1,HOSP_3,380,68,128
2018-01-01,0,1,1,0,winter,20.0,120.0,50.0,70.0,450000,4900,0.11,HOSP_4,420,75,170
2018-01-02,1,1,1,0,winter,20.01,120.69,50.98,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,164
2018-01-03,2,1,1,0,winter,20.01,121.38,51.96,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,158
2018-01-04,3,1,1,0,winter,20.02,122.06,52.94,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,158
2018-01-05,4,1,1,0,winter,20.04,122.75,53.92,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,167
2018-01-06,5,1,1,1,winter,20.05,123.44,54.9,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,146
2018-01-07,6,1,1,1,winter,20.07,124.12,55.88,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,140
2018-01-08,0,1,2,0,winter,20.09,124.81,56.85,70.0,450000,4900,0.11,HOSP_4,420,75,172
2018-01-09,1,1,2,0,winter,20.12,125.49,57.82,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,166
2018-01-10,2,1,2,0,winter,20.15,126.17,58.79,62.1816851753197,450000,4900,0.11,HOSP_4,420,75,160
2018-01-11,3,1,2,0,winter,20.18,126.85,59.75,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,161
2018-01-12,4,1,2,0,winter,20.21,127.53,60.72,60.25072087818176,450000,4900,0.11,HOSP_4,420,75,169
2018-01-13,5,1,2,1,winter,20.25,128.2,61.67,62.1816851753197,450000,4900,0.11,HOSP_4,420,75,148
2018-01-14,6,1,2,1,winter,20.29,128.88,62.62,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,142
2018-01-15,0,1,3,0,winter,20.33,129.55,63.57,70.0,450000,4900,0.11,HOSP_4,420,75,175
2018-01-16,1,1,3,0,winter,20.38,130.21,64.51,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,169
2018-01-17,2,1,3,0,winter,20.43,130.88,65.45,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,162
2018-01-18,3,1,3,0,winter,20.48,131.54,66.38,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,163
2018-01-19,4,1,3,0,winter,20.53,132.2,67.31,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,171
2018-01-20,5,1,3,1,winter,20.59,132.85,68.22,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,150
2018-01-21,6,1,3,1,winter,20.65,133.5,69.13,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,144
2018-01-22,0,1,4,0,winter,20.71,134.15,70.04,70.0,450000,4900,0.11,HOSP_4,420,75,177
2018-01-23,1,1,4,0,winter,20.77,134.79,70.93,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,171
2018-01-24,2,1,4,0,winter,20.84,135.43,71.82,62.18168517531971,450000,4900,0.11,HOSP_4,420,75,165
2018-01-25,3,1,4,0,winter,20.91,136.06,72.7,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,165
2018-01-26,4,1,4,0,winter,20.98,136.69,73.57,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,227
2018-01-27,5,1,4,1,winter,21.06,137.31,74.43,62.18168517531971,450000,4900,0.11,HOSP_4,420,75,204
2018-01-28,6,1,4,1,winter,21.14,137.93,75.28,65.66116260882441,450000,4900,0.11,HOSP_4,420,75,195
2018-01-29,0,1,5,0,winter,21.22,138.54,76.12,70.0,450000,4900,0.11,HOSP_4,420,75,229
2018-01-30,1,1,5,0,winter,21.3,139.15,76.96,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,225
2018-01-31,2,1,5,0,winter,21.39,139.75,77.78,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,212
2018-02-01,3,2,5,0,winter,21.48,140.35,78.59,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,211
2018-02-02,4,2,5,0,winter,21.57,140.94,79.39,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,230
2018-02-03,5,2,5,1,winter,21.66,141.52,80.18,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,206
2018-02-04,6,2,5,1,winter,21.76,142.1,80.95,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,198
2018-02-05,0,2,6,0,winter,21.86,142.67,81.72,70.0,450000,4900,0.11,HOSP_4,420,75,232
2018-02-06,1,2,6,0,winter,21.96,143.23,82.47,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,228
2018-02-07,2,2,6,0,winter,22.06,143.79,83.21,62.18168517531971,450000,4900,0.11,HOSP_4,420,75,215
2018-02-08,3,2,6,0,winter,22.17,144.34,83.94,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,213
2018-02-09,4,2,6,0,winter,22.28,144.88,84.65,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,232
2018-02-10,5,2,6,1,winter,22.39,145.42,85.36,62.1816851753197,450000,4900,0.11,HOSP_4,420,75,208
2018-02-11,6,2,6,1,winter,22.5,145.95,86.04,65.66116260882441,450000,4900,0.11,HOSP_4,420,75,200
2018-02-12,0,2,7,0,winter,22.62,146.47,86.72,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,234
2018-02-13,1,2,7,0,winter,22.73,146.98,87.38,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,230
2018-02-14,2,2,7,0,winter,22.85,147.48,88.02,77.81831482468027,450000,4900,0.11,HOSP_4,420,75,217
2018-02-15,3,2,7,0,winter,22.97,147.98,88.65,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,215
2018-02-16,4,2,7,0,winter,23.1,148.47,89.27,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,234
2018-02-17,5,2,7,1,winter,23.22,148.95,89.87,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,210
2018-02-18,6,2,7,1,winter,23.35,149.42,90.45,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,202
2018-02-19,0,2,8,0,winter,23.48,149.88,91.02,70.00000000000001,450000,4900,0.11,HOSP_4,420,75,236
2018-02-20,1,2,8,0,winter,23.61,150.33,91.57,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,232
2018-02-21,2,2,8,0,winter,23.75,150.78,92.11,62.18168517531971,450000,4900,0.11,HOSP_4,420,75,219
2018-02-22,3,2,8,0,winter,23.88,151.21,92.63,60.25072087818176,450000,4900,0.11,HOSP_4,420,75,217
2018-02-23,4,2,8,0,winter,24.02,151.64,93.14,60.25072087818176,450000,4900,0.11,HOSP_4,420,75,236
2018-02-24,5,2,8,1,winter,24.16,152.05,93.62,62.1816851753197,450000,4900,0.11,HOSP_4,420,75,212
2018-02-25,6,2,8,1,winter,24.3,152.46,94.1,65.66116260882441,450000,4900,0.11,HOSP_4,420,75,203
2018-02-26,0,2,9,0,winter,24.44,152.86,94.55,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,238
2018-02-27,1,2,9,0,winter,24.58,153.25,94.99,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,234
2018-02-28,2,2,9,0,winter,24.73,153.62,95.41,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,221
2018-03-01,3,3,9,0,spring,24.88,153.99,95.81,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,219
2018-03-02,4,3,9,0,spring,25.02,154.35,96.19,79.74927912181825,450000,4900,0.11,HOSP_4,420,75,238
2018-03-03,5,3,9,1,spring,25.17,154.7,96.56,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,214
2018-03-04,6,3,9,1,spring,25.33,155.04,96.91,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,205
2018-03-05,0,3,10,0,spring,25.48,155.36,97.24,70.00000000000001,450000,4900,0.11,HOSP_4,420,75,240
2018-03-06,1,3,10,0,spring,25.63,155.68,97.55,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,236
2018-03-07,2,3,10,0,spring,25.79,155.99,97.85,62.18168517531971,450000,4900,0.11,HOSP_4,420,75,222
2018-03-08,3,3,10,0,spring,25.95,156.28,98.12,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,220
2018-03-09,4,3,10,0,spring,26.1,156.57,98.38,60.25072087818176,450000,4900,0.11,HOSP_4,420,75,240
2018-03-10,5,3,10,1,spring,26.26,156.84,98.62,62.181685175319714,450000,4900,0.11,HOSP_4,420,75,215
2018-03-11,6,3,10,1,spring,26.42,157.1,98.84,65.66116260882441,450000,4900,0.11,HOSP_4,420,75,206
2018-03-12,0,3,11,0,spring,26.58,157.35,99.04,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,241
2018-03-13,1,3,11,0,spring,26.75,157.59,99.22,74.33883739117557,450000,4900,0.11,HOSP_4,420,75,237
2018-03-14,2,3,11,0,spring,26.91,157.82,99.38,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,223
2018-03-15,3,3,11,0,spring,27.07,158.04,99.53,79.74927912181822,450000,4900,0.11,HOSP_4,420,75,221
2018-03-16,4,3,11,0,spring,27.24,158.25,99.65,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,241
2018-03-17,5,3,11,1,spring,27.4,158.45,99.76,77.81831482468033,450000,4900,0.11,HOSP_4,420,75,216
2018-03-18,6,3,11,1,spring,27.57,158.63,99.85,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,207
2018-03-19,0,3,12,0,spring,27.74,158.8,99.91,69.99999999999997,450000,4900,0.11,HOSP_4,420,75,242
2018-03-20,1,3,12,0,spring,27.91,158.96,99.96,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,238
2018-03-21,2,3,12,0,spring,28.08,159.11,99.99,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,224
2018-03-22,3,3,12,0,spring,28.24,159.25,100.0,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,222
2018-03-23,4,3,12,0,spring,28.41,159.38,99.99,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,241
2018-03-24,5,3,12,1,spring,28.58,159.49,99.96,62.18168517531969,450000,4900,0.11,HOSP_4,420,75,217
2018-03-25,6,3,12,1,spring,28.76,159.6,99.91,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,207
2018-03-26,0,3,13,0,spring,28.93,159.69,99.85,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,243
2018-03-27,1,3,13,0,spring,29.1,159.77,99.76,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,238
2018-03-28,2,3,13,0,spring,29.27,159.84,99.65,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,224
2018-03-29,3,3,13,0,spring,29.44,159.89,99.53,79.74927912181822,450000,4900,0.11,HOSP_4,420,75,222
2018-03-30,4,3,13,0,spring,29.61,159.94,99.38,79.74927912181826,450000,4900,0.11,HOSP_4,420,75,242
2018-03-31,5,3,13,1,spring,29.78,159.97,99.22,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,217
2018-04-01,6,4,13,1,spring,29.96,159.99,99.04,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,208
2018-04-02,0,4,14,0,spring,30.13,160.0,98.84,70.00000000000006,450000,4900,0.11,HOSP_4,420,75,243
2018-04-03,1,4,14,0,spring,30.3,160.0,98.62,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,239
2018-04-04,2,4,14,0,spring,30.47,159.98,98.38,62.181685175319735,450000,4900,0.11,HOSP_4,420,75,225
2018-04-05,3,4,14,0,spring,30.65,159.96,98.12,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,222
2018-04-06,4,4,14,0,spring,30.82,159.92,97.85,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,242
2018-04-07,5,4,14,1,spring,30.99,159.87,97.55,62.18168517531969,450000,4900,0.11,HOSP_4,420,75,217
2018-04-08,6,4,14,1,spring,31.16,159.8,97.24,65.66116260882437,450000,4900,0.11,HOSP_4,420,75,208
2018-04-09,0,4,15,0,spring,31.33,159.73,96.91,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,243
2018-04-10,1,4,15,0,spring,31.5,159.64,96.56,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,238
2018-04-11,2,4,15,0,spring,31.67,159.55,96.19,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,224
2018-04-12,3,4,15,0,spring,31.84,159.44,95.81,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,222
2018-04-13,4,4,15,0,spring,32.01,159.32,95.41,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,241
2018-04-14,5,4,15,1,spring,32.18,159.18,94.99,77.81831482468033,450000,4900,0.11,HOSP_4,420,75,216
2018-04-15,6,4,15,1,spring,32.34,159.04,94.55,74.33883739117553,450000,4900,0.11,HOSP_4,420,75,207
2018-04-16,0,4,16,0,spring,32.51,158.88,94.1,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,242
2018-04-17,1,4,16,0,spring,32.68,158.72,93.62,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,238
2018-04-18,2,4,16,0,spring,32.84,158.54,93.14,62.181685175319735,450000,4900,0.11,HOSP_4,420,75,224
2018-04-19,3,4,16,0,spring,33.01,158.35,92.63,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,221
2018-04-20,4,4,16,0,spring,33.17,158.15,92.11,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,241
2018-04-21,5,4,16,1,spring,33.33,157.93,91.57,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,216
2018-04-22,6,4,16,1,spring,33.5,157.71,91.02,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,206
2018-04-23,0,4,17,0,spring,33.66,157.48,90.45,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,241
2018-04-24,1,4,17,0,spring,33.82,157.23,89.87,74.33883739117553,450000,4900,0.11,HOSP_4,420,75,237
2018-04-25,2,4,17,0,spring,33.98,156.97,89.27,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,223
2018-04-26,3,4,17,0,spring,34.13,156.7,88.65,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,220
2018-04-27,4,4,17,0,spring,34.29,156.42,88.02,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,240
2018-04-28,5,4,17,1,spring,34.44,156.13,87.38,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,215
2018-04-29,6,4,17,1,spring,34.6,155.83,86.72,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,205
2018-04-30,0,4,18,0,spring,34.75,155.52,86.04,70.00000000000006,450000,4900,0.11,HOSP_4,420,75,240
2018-05-01,1,5,18,0,spring,34.9,155.2,85.36,65.6611626088245,450000,4900,0.11,HOSP_4,420,75,235
2018-05-02,2,5,18,0,spring,35.05,154.87,84.65,62.18168517531969,450000,4900,0.11,HOSP_4,420,75,221
2018-05-03,3,5,18,0,spring,35.2,154.53,83.94,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,219
2018-05-04,4,5,18,0,spring,35.34,154.17,83.21,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,238
2018-05-05,5,5,18,1,spring,35.49,153.81,82.47,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,213
2018-05-06,6,5,18,1,spring,35.63,153.44,81.72,65.66116260882437,450000,4900,0.11,HOSP_4,420,75,204
2018-05-07,0,5,19,0,spring,35.77,153.05,80.95,69.99999999999997,450000,4900,0.11,HOSP_4,420,75,238
2018-05-08,1,5,19,0,spring,35.91,152.66,80.18,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,234
2018-05-09,2,5,19,0,spring,36.05,152.26,79.39,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,220
2018-05-10,3,5,19,0,spring,36.19,151.85,78.59,79.74927912181822,450000,4900,0.11,HOSP_4,420,75,218
2018-05-11,4,5,19,0,spring,36.32,151.43,77.78,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,236
2018-05-12,5,5,19,1,spring,36.45,151.0,76.96,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,212
2018-05-13,6,5,19,1,spring,36.58,150.56,76.12,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,202
2018-05-14,0,5,20,0,spring,36.71,150.11,75.28,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,236
2018-05-15,1,5,20,0,spring,36.84,149.65,74.43,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,232
2018-05-16,2,5,20,0,spring,36.96,149.18,73.57,62.18168517531974,450000,4900,0.11,HOSP_4,420,75,218
2018-05-17,3,5,20,0,spring,37.09,148.71,72.7,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,220
2018-05-18,4,5,20,0,spring,37.21,148.22,71.82,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,239
2018-05-19,5,5,20,1,spring,37.32,147.73,70.93,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,214
2018-05-20,6,5,20,1,spring,37.44,147.23,70.04,65.66116260882437,450000,4900,0.11,HOSP_4,420,75,205
2018-05-21,0,5,21,0,spring,37.55,146.72,69.13,69.99999999999997,450000,4900,0.11,HOSP_4,420,75,239
2018-05-22,1,5,21,0,spring,37.67,146.21,68.22,74.33883739117553,450000,4900,0.11,HOSP_4,420,75,235
2018-05-23,2,5,21,0,spring,37.78,145.68,67.31,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,221
2018-05-24,3,5,21,0,spring,37.88,145.15,66.38,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,218
2018-05-25,4,5,21,0,spring,37.99,144.61,65.45,79.74927912181825,450000,4900,0.11,HOSP_4,420,75,182
2018-05-26,5,5,21,1,spring,38.09,144.06,64.51,77.81831482468033,450000,4900,0.11,HOSP_4,420,75,159
2018-05-27,6,5,21,1,spring,38.19,143.51,63.57,74.33883739117567,450000,4900,0.11,HOSP_4,420,75,152
2018-05-28,0,5,22,0,spring,38.29,142.95,62.62,69.99999999999999,450000,4900,0.11,HOSP_4,420,75,186
2018-05-29,1,5,22,0,spring,38.38,142.38,61.67,65.66116260882444,450000,4900,0.11,HOSP_4,420,75,179
2018-05-30,2,5,22,0,spring,38.48,141.81,60.72,62.18168517531974,450000,4900,0.11,HOSP_4,420,75,172
2018-05-31,3,5,22,0,spring,38.57,141.23,59.75,60.25072087818179,450000,4900,0.11,HOSP_4,420,75,171
2018-06-01,4,6,22,0,summer,38.65,140.64,58.79,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,180
2018-06-02,5,6,22,1,summer,38.74,140.05,57.82,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,157
2018-06-03,6,6,22,1,summer,38.82,139.45,56.85,65.66116260882436,450000,4900,0.11,HOSP_4,420,75,150
2018-06-04,0,6,23,0,summer,38.9,138.85,55.88,70.00000000000004,450000,4900,0.11,HOSP_4,420,75,184
2018-06-05,1,6,23,0,summer,38.98,138.24,54.9,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,177
2018-06-06,2,6,23,0,summer,39.05,137.62,53.92,77.81831482468029,450000,4900,0.11,HOSP_4,420,75,170
2018-06-07,3,6,23,0,summer,39.12,137.0,52.94,79.74927912181822,450000,4900,0.11,HOSP_4,420,75,169
2018-06-08,4,6,23,0,summer,39.19,136.37,51.96,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,177
2018-06-09,5,6,23,1,summer,39.26,135.74,50.98,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,155
2018-06-10,6,6,23,1,summer,39.32,135.11,50.0,74.3388373911756,450000,4900,0.11,HOSP_4,420,75,148
2018-06-11,0,6,24,0,summer,39.38,134.47,49.02,70.00000000000006,450000,4900,0.11,HOSP_4,420,75,182
2018-06-12,1,6,24,0,summer,39.44,133.82,48.04,65.66116260882451,450000,4900,0.11,HOSP_4,420,75,174
2018-06-13,2,6,24,0,summer,39.5,133.18,47.06,62.181685175319785,450000,4900,0.11,HOSP_4,420,75,167
2018-06-14,3,6,24,0,summer,39.55,132.52,46.08,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,167
2018-06-15,4,6,24,0,summer,39.6,131.87,45.1,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,175
2018-06-16,5,6,24,1,summer,39.65,131.21,44.12,62.18168517531973,450000,4900,0.11,HOSP_4,420,75,153
2018-06-17,6,6,24,1,summer,39.69,130.55,43.15,65.66116260882443,450000,4900,0.11,HOSP_4,420,75,146
2018-06-18,0,6,25,0,summer,39.73,129.88,42.18,69.99999999999997,450000,4900,0.11,HOSP_4,420,75,179
2018-06-19,1,6,25,0,summer,39.77,129.21,41.21,74.33883739117552,450000,4900,0.11,HOSP_4,420,75,172
2018-06-20,2,6,25,0,summer,39.8,128.54,40.25,77.81831482468033,450000,4900,0.11,HOSP_4,420,75,165
2018-06-21,3,6,25,0,summer,39.84,127.87,39.28,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,165
2018-06-22,4,6,25,0,summer,39.87,127.19,38.33,79.74927912181825,450000,4900,0.11,HOSP_4,420,75,173
2018-06-23,5,6,25,1,summer,39.89,126.51,37.38,77.81831482468034,450000,4900,0.11,HOSP_4,420,75,151
2018-06-24,6,6,25,1,summer,39.92,125.83,36.43,74.33883739117567,450000,4900,0.11,HOSP_4,420,75,144
2018-06-25,0,6,26,0,summer,39.94,125.15,35.49,70.00000000000014,450000,4900,0.11,HOSP_4,420,75,177
2018-06-26,1,6,26,0,summer,39.96,124.47,34.55,65.66116260882457,450000,4900,0.11,HOSP_4,420,75,170
2018-06-27,2,6,26,0,summer,39.97,123.78,33.62,62.18168517531966,450000,4900,0.11,HOSP_4,420,75,163
2018-06-28,3,6,26,0,summer,39.98,123.1,32.69,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,163
2018-06-29,4,6,26,0,summer,39.99,122.41,31.78,60.25072087818177,450000,4900,0.11,HOSP_4,420,75,170
2018-06-30,5,6,26,1,summer,40.0,121.72,30.87,62.181685175319686,450000,4900,0.11,HOSP_4,420,75,149
2018-07-01,6,7,26,1,summer,40.0,121.03,29.96,65.66116260882436,450000,4900,0.11,HOSP_4,420,75,142
2018-07-02,0,7,27,0,summer,40.0,120.34,29.07,69.9999999999999,450000,4900,0.11,HOSP_4,420,75,174
2018-07-03,1,7,27,0,summer,40.0,119.66,28.18,74.33883739117559,450000,4900,0.11,HOSP_4,420,75,167
2018-07-04,2,7,27,0,summer,39.99,118.97,27.3,77.81831482468027,450000,4900,0.11,HOSP_4,420,75,160
2018-07-05,3,7,27,0,summer,39.98,118.28,26.43,79.74927912181822,450000,4900,0.11,HOSP_4,420,75,160
2018-07-06,4,7,27,0,summer,39.97,117.59,25.57,79.74927912181826,450000,4900,0.11,HOSP_4,420,75,168
2018-07-07,5,7,27,1,summer,39.96,116.9,24.72,77.8183148246803,450000,4900,0.11,HOSP_4,420,75,147
2018-07-08,6,7,27,1,summer,39.94,116.22,23.88,74.33883739117562,450000,4900,0.11,HOSP_4,420,75,140
2018-07-09,0,7,28,0,summer,39.92,115.53,23.04,69.99999999999993,450000,4900,0.11,HOSP_4,420,75,172
2018-07-10,1,7,28,0,summer,39.89,114.85,22.22,65.66116260882438,450000,4900,0.11,HOSP_4,420,75,165
2018-07-11,2,7,28,0,summer,39.87,114.17,21.41,62.1816851753197,450000,4900,0.11,HOSP_4,420,75,158
2018-07-12,3,7,28,0,summer,39.84,113.49,20.61,60.250720878181774,450000,4900,0.11,HOSP_4,420,75,158
2018-07-13,4,7,28,0,summer,39.8,112.81,19.82,60.25072087818175,450000,4900,0.11,HOSP_4,420,75,165
2018-07-14,5,7,28,1,summer,39.77,112.13,19.05,62.181685175319636,450000,4900,0.11,HOSP_4,420,75,145
2018-07-15,6,7,28,1,summer,39.73,111.46,18.28,65.6611626088243,450000,4900,0.11,HOSP_4,420,75,138
2018-07-16,0,7,29,0,summer,39.69,110.79,17.53,69.99999999999997,450000,4900,0.11,HOSP_4,420,75,169
2018-07-17,1,7,29,0,summer,39.65,110.12,16.79,74.33883739117552,450000,4900,0.11,HOSP_4,420,75,162
2018-07-18,2,7,29,0,summer,39.6,109.45,16.06,77.81831482468031,450000,4900,0.11,HOSP_4,420,75,156
2018-07-19,3,7,29,0,summer,39.55,108.79,15.35,79.74927912181823,450000,4900,0.11,HOSP_4,420,75,156
2018-07-20,4,7,29,0,summer,39.5,108.13,14.64,79.74927912181825,450000,4900,0.11,HOSP_4,420,75,163
2018-07-21,5,7,29,1,summer,39.44,107.48,13.96,77.81831482468034,450000,4900,0.11,HOSP_4,420,75,142
2018-07-22,6,7,29,1,summer,39.38,106.82,13.28,74.33883739117555,450000,4900,0.11,HOSP_4,420,75,136
2018-07-23,0,7,30,0,summer,39.32,106.18,12.62,70.0,450000,4900,0.11,HOSP_4,420,75,167
2018-07-24,1,7,30,0,summer,39.26,105.53,11.98,65.66116260882445,450000,4900,0.11,HOSP_4,420,75,160
2018-07-25,2,7,30,0,summer,39.19,104.89,11.35,62.18168517531974,450000,4900,0.11,HOSP_4,420,75,154
2018-07-26,3,7,30,0,summer,39.12,104.26,10.73,60.25072087818179,450000,4900,0.11,HOSP_4,420,75,153
2018-07-27,4,7,30,0,summer,39.05,103.63,10.13,60.25072087818173,450000,4900,0.11,HOSP_4,420,75,161
2018-07-28,5,7,30,1,summer,38.98,103.0,9.55,62.18168517531977,450000,4900,0.11,HOSP_4,420,75,141
2018-07-29,6,7,30,1,summer,38.9,102.38,8.98,65.66116260882448,450000,4900,0.11,HOSP_4,420,75,134
